review,label,,
"Applikasinya bagus banget, tapi kenapa gambar di quisnya ga keliatan ya ka :'-?",-1,,
kenapa tiap mau masuk minta di update trus kalau udah besok besoknya minta update lagi gimanasih,-1,,
Hallo quipper soal sama materu saya gabisa dibuka dan cuma blank putih ga keluar apa apa padahal gaada pembaruan ini kenapa?,-1,,
"Semenjak sekolahan saya menggunakan apk ini untuk kegiatan daring.. argggghhhhh.....! otak saya jadi tambah ngilu... Tiap hari ada notif, kirain dari tmn mau ngajak mabar, eh ternyata dari si quipper. 😢😭 AKUTUH CAPEKK MISKAHH! CAPEKKK!😢😭😭😭😭",-1,,
penjelasannya kurang menyeluruh dan kadang suka beda dari materi yg sedang diajarkan,-1,,
Kenapa tugas dari guru kagak muncul setelah diperbarui 😭 aplikasipun lemot minta ampun padahal jaringan 4g woyyyyyyyy gapernah kek gini sekali diperbarui jadi gak bisa😭 mohon untuk pihak quipper diperbaiki lagi aplikasinya 😭,-1,,
Kenapa tiap mau buka video gk bisa dan malah disuruh milih pake pembayaran?,-1,,
"penjelasan mudah di dapat, tapi maslah jaringan bisa lebih diperbaiki lagi",-1,,
"Aplikasinya bagus cuman guru saya aja yg ga bagus, terimakasih moonton",-1,,
Aplikasi belajar online paling buruk sering ngebug tolong juga developer mbnya dikurangin 😠,-1,,
Ngga tau sekarang aplikasinya kok makin lambat dan banyak bug;'),-1,,
Kenapa pas daftar saya coba isi nama pengguna selalu sudah digunakan,-1,,
"Quipper saya dibuka soal""nya pada ilang semua,dan loading trus",-1,,
BUAT AKUN AJA DIPERSULIT !!!!!!!BINTANG NOLLLLLL,-1,,
Servernya ngelag padahal sinyal saya bagus!!!!!!,-1,,
Halo!knp yah pas saya buka quipper tugas saya pada hilang?,-1,,
"Lumayan,tapi loadingnya suka lama",-1,,
Soal latihan nya diperbanyak lagi,-1,,
Sangat jelek tugas dari guru tidak muncul dan sangat lelet,-1,,
Kenapa pas aku daftar akun katanya email sdh digunakan Terus pas pake FB katanya FB kagak kesambung bingung banget aku,-1,,
KENAPA HARUS BAYARRR??? PADAHAL MATERINYA LENGKAP 😭😭😭😭😭😭,-1,,
Sekarang apk nya setiap mau buka tugas malah keluar sendiri,-1,,
"pembahasan soalny, kurang jelas",-1,,
Pas udah di update malah loading trus ga masuk-masuk👎,-1,,
Vidio nya nggak bisa diputar,-1,,
Sya kasi bintang satu karna tdak bisa di undu udah satu hari tdak bisa bagainama ini😫knapa tdak bisa di bukaaaaaa,-1,,
Saya download aplikasi quipper malah keluar lagi,-1,,
Tugas sering tidak terlihat setelah di update,-1,,
"Gua TO, knp setiap jaringan eror terus soal yg gua kerjain kagak masuk anjirrrr susah ngerjain malah kagak adaa yg masuk 😒",-1,,
"GA BAGUS APK NYA, GA USAH DONLOD NGAB. UNTUNG ENGGA RUGI IYAA LOGIN AJA GA BISA, BODOH BANGET NIH APK😤😤",-1,,
Kenapa di saya nilai nya 100 di guru saya 8,-1,,
Setelah di update tugasnya ngga pada muncul😭,-1,,
Sinyal baik tapi tidak bisa mengakses,-1,,
Cemana nya bang masak ga bisa HP saya masukkan akun googgel,-1,,
Masa mau daftar tulisannya terjadi kendala teruass,-1,,
app gagal buruk jgn ada yg makek quipper ini,-1,,
Tugas nya mana,-1,,
NGASIH SOAL TERUS KITA INI CAPE NGERJAIN SOAL MENDING NULIS SUDAH NGERJAIN SOAL NULIS LAGI ASYUUUUUUUUUUUU,-1,,
Udah pakai WiFi Masi tetap lemot,-1,,
Stlh di update malah tugas jadi Hilang,-1,,
Cara keluar dari kelas nya gimana ya?,-1,,
Kenapa semakin lama quiper semakin lemot🙄🙄🙄,-1,,
"Yahhh,lumayan bikin tambah pusing",-1,,
wtff... kurang lengkap dh penjelasannya🥴,-1,,
Aplikasi tolol ada tugas gabisa dibuka,-1,,
"UJIAN DARI QUIPPER BIKIN EMOSI , BATAL UJIAN JADINYA DASAR APLIKASI GAK GUNA XIXIXIXI",-1,,
Nyesel banget langganan di quipper,-1,,
terlalu banyak tugas,-1,,
"Buat developer, kenapa waktu setiap aku mendownload video. Wktu ku pencet back layarnya langsung hitam, atau setiap aku nnton video baru pencet back layar nya hitam langsung. , mohon perbaikannya , terpaksa harus keluar baru masuk ke apknya lagi.sangt mengganggu. Padahal aku udang instal ulang apk, hapus cache tetap sama. Ini terjadi waktu udah di update. TOLONG PERBAIKAN NYA!!!!!!",-1,,
"Pembahasan soal kurang jelas, terlalu singkat pembahasannya. Dan di latsol tidak dikasih tau kunci jawabannya seperti di platform lain yang sekaligus ada ijo dan merah. Sedikit membingungkan saat membaca pembahasannya karena pilihan jawabannya acak sedangkan di pembahasannya bilang pilihan 1,2 dsb padahal kan dia acak acak pilihannya setiap ngerjain. Jadi bingung saya. Saran saya bikin video pembahasan aja disemua latsol biar paham. Daripada cuman tulisan:)",-1,,
Jelek gabisa ganti akun profil hehe papale,-1,,
"Ini aplikasinya kok gini sih masa reload soal atau pembahasan tidak bisa terkadang lama banget padahal jaringan saya baik"" ajh trus klo buka web nya ada masalah yaitu klo liat soalnya suka terpotong gambarnya jadi tidak bisa dikerjakan! mohon diperbaiki ya !",-1,,
engga bsa dftar terjadi kendala terus tulisannya,-1,,
Meresahkan,-1,,
"Kecewa banget, katanya bakal di bimbing sampai akhir ini yang namanya kak moza, sumpah dah, bener bener dari mulut doang, wa gua ngga di balas sama sekali, dahlah jangan di quipper lupada menyesal gua ikut les fi quipper",-1,,
"Heran deh, kok setelah di update tugas tugas yang diberikan guru kok gak bisa dibuka. Hampir aja kena alpha gara-gara gak ngerjain, tapi untung lah Web nya ternyata bagus bagus aja masuknya.",-1,,
Hey. Developer😠. Kenapa quipper harus bayar. Kan tau sendiri lagi pandemi covid-19 pikirkan tentang anak-anak di Indonesia yang lagi kesulitan untuk sekolah online dan ini harus bayar mahal. Gratis kek sekali kali. Aplikasi ini sama kaya zenius. Kelas pintar. Ruang guru. Cerebrum. Dan lain lain. Percuma dikasih diskon tapi tetap saja mahal bukannya kurang malah mahal. Itu saja pendapat saya. Terima kasih 🙏,-1,,
Membagongkan,-1,,
"quipper video kenapa lemot banget ya? padahal jaringannya juga udah bagus tapi tetep aja loading terus, suaranya juga agak kecil coba tolong di besarin lagi",-1,,
Ini gimana sih.. setelah di update kenapa tugas nya gak bisa muncul.. aku jadi gak bisa ngerjain tugas.. kiriain setelah di update bakalan lebih bagus.. tapi ini makin gak bisa di pakai.. untuk yang belum update ku saranin jangan di update dulu... Nanti nyesal,-1,,
"Soal di QS biasa gajelas, ada yang rusak, masa harus lewat web baru soalnya jadi? Masa web masih lebih baik dari apknya? Trus soal mtk masa tulisnya sambung semua, jadi bingung kan baca soalnya, mtk pelajarannya udah bingung, nah ini soal yang tulisnya ngasal malah bikin lebih tambah bingung. Tolong diperbaiki.",-1,,
"Saya sekolah online menggunakan quipper school, tugas yg diberikan guru merupakan quiz yg ada dan nilainya diambil dr nilai quiz, tapi banyak soal yg jawabannya benar tapi malah disalahkan padahal di pembahasan jawaban yg saya pilih itu benar malah disalahin, nilai saya rendah karena ini berpengaruh pada nilai saya di sekolah.. saya harap aplikasi nya diperbaiki agar lebih baik kedepannya. Terima kasih",-1,,
Kak saya mau nanya. Ini kenapa aplikasi Quipper nya tidak memakai kuota belajar ya? Kan sia2 jadinya pemerintah memberi kuota belajar untuk aplikasi belajar. Gimana cara membuat agar kouta belajar saya yang terpakai saat buka aplikasi Quipper. ???,-1,,
"Overall udah bagus, cuman tutor biologinya ditambah dong. Masa tiap kali mulai jam operasional sesinya penuh terus.",-1,,
"Kenapa setiap habis selesai mengerjakan per materi langsung keluar dari aplikasi? Biasanya nggak, padahal uda di update. Ini kyk buka 1 1 aplikasi gtu padahal kan cuman 1 aplikasi tp bukanya gantian, ya aneh aja gitu:(",-1,,
"Menurut saya quipper ini tidak begitu bagus,karna gini ya...,gurunya menjelaskan terlalu terbelit belit,jadinya susah untuk dipahami,saran saya,mending ruang guru dah asli,disitu lebih menarik,dan niat belajar kalian akan semakin bertambah.",-1,,
"Tolong quipper buat materinya terurut supaya kita jadi gak bingung. Masih berantakan banget... Contohnya sekarang saya lagi cari materi tentang peluang di quipper, gak jelas bagian pertamanya yg mana, yg pada ujung2 nya pasti cari di youtube. Kalo tau gini saya gak langganan. Mana paket intensif lagi. Rugi lah 😔",-1,,
"awalnya bagus tapi akhir"" ini angka di soalnya gak muncul jadinya bingung, padahal internet lancar dan sudah diperbarui mohon diperbaiki lagi🙏🏼",-1,,
Kalau mau pake kode diskon kok tulisannya begini terus ya (Plan is not eligible)??,-1,,
"Y ampun banyak banget videonya yg hrs bayar😭😭 Aku gk sanggup belinya:v Maaf ya karena kebanyakan yg berbayar videonya aku kasih Rating 3 aja:)) Bagiku sih aplikasi ini bagus dan mudah Login nya dri pada app bljr yg lain, So....Bagaimana menurut kalian tentang app ini terserah aja😁....Btw Namaku Alice Ningkai Ros SMP kls 9❤,, Fighting ya.... Bagi kalian yg sdng menghadapi masa sulitnya menjadi KK kls 6, 9, dan 12😁😘 Note: *Oh iya jgn lupa juga selalu Belajar📚✏ & 3M* GBU everyone😘❤",-1,,
"Untuk video pembelajarannya sangat bagus, tapi saat mau menjawab pertanyaan selalu muncul loading image padahal jaringan saya bagus, sangat mengganggu. Mohon diperbaiki",-1,,
Kk apks quiper q gk bisa ke buka Pdhl udh aq update Itu gimana yahh?? Tugas kami banyak lohh,-1,,
"Gimana nih masa lemot padahal internetnya lancar, trus banyak materi yang gak ada di apk harus liat di website nya. Perbaiki lagi dong biar enak belajarnya",-1,,
"Mengapa selalu ada notifikasi ""tidak ada koneksi internet"" jika menggunakan jaringan WiFi?",-1,,
Konsepnyaa simpleee jadii mudah dan cepet hafal terutama buat rumus2 .tapi kenapa ketika mau latihan mengerjakan soal gambar hilang,-1,,
Hai quipper saya udah instal aplikasinya tapi waktu login kok susah banget ya? Kasih solusinya dong!,-1,,
"Saya lebih suka dengan QUIPPER versi sebelum nya. Quipper versi sebelum di update itu lebih mudah dioperasikan dan lebih ringkas. Saya sangat suka dengan versi Quipper yang dulu.. di versi Quipper yang sekarang saat saya menjawab soal padahal benar malah disalahkan.. karena itu saya harus ngerjain tugas Quipper lewat Chrome, gak ada gunanya dong saya makek apikasi.. btw SAYA SUDAH UPDATE ke versi terbaru yaa. Dan keadaannya masih sama. Jawaban benar malah di salahkan :)",-1,,
Halo saya pengguna quipper sejak daring saya ingin bertanya kenapa loadingnya sangat lama dalam membuka laman tugas? Padahal koneksi internetnya sangat bagus ?,-1,,
"Saat ada tugas kok gak ada notif ya? Tolong kalau bisa diberi notif biar gak ketinggalan. Aku udah berhari-hari gak ada notif, trs aku buka ada tugas sudah lewat batas waktu, untung udah ngerjain beberapa tapi masih banyak yg gak dikerjakan. Jadi minta tolong kalau bisa diberi notif🙂",-1,,
Jelek bangts dah,-1,,
"Jadi gini. Hanya ada 1 alasan knp gw udh instal trs gw apus lagi. Ini aplikasi yaa bisa dibilang 'buruk', jawabannya sudah bener(bahkan gw pastiin lagi pake kalkulator) tapi malah salah tanpa keterangan. Jangan wacana doang dong ""mau ditingkatin mau ditingkatin...."". Halah, omdo.",-1,,
"Bismillah, peringatan buat kalian. Kalau orang quipper promosi ke sekolah kalian, berapapun dikasih potongan. Kalian jangan daftar. Ditipu kalian, gue korban. Dikasih 390k tapi tidak bisa ngeakses Vidio manapun, dan uang gue udah ditransfer. Sumpah kalian mending belajar langsung ke bimbel terdekat atau dari yt aja. Jangan nyesek kaya gue, duit ilang ilmu tak dapat",-1,,
