,reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt
10,gp:AOqpTOF5ripaGvZ09uiUZYYNCqOUm6dPvIvhH3H3RZIGbbRBUhnWHyLk-yAUAT8ajj9c2HR95GUeCt3Iynch-qE,Ghost Potato,https://play-lh.googleusercontent.com/a-/AOh14GjlOSlLDbHfJzPdzxnggwV9pxoNmMxNWvrNTnuCag,Have all videos to explain math and help me with math assignments,5,0,3.100.16,2021-04-02 08:50:37,"Hi, CoFriend. Thank you for your support. We are glad that you like to learn Math with CoLearn app. If you have any question or suggestion, please write to us at Whatsapp 0817-2352-357 We would love to hear from you. Have a nice day! :)",2021-04-03 01:48:00
11,gp:AOqpTOF3_To_S69f5V-5GMu1kxT_th708lgR4L2Ycp7Bt35p4CUaRw9MAgVyGpfhgt0fT2n0Y51Zsg3qKBF7qOQ,tiramisxiu sena,https://play-lh.googleusercontent.com/a/AATXAJxSUoux71QNyiNQfk6MNeCXUhudkYaU1Xqx_IrO=mo,"I love working here in CoLearn. It feels great to help students studying at home, practicing exercises for free. Years ago I used to be struggled alone in high school because I can't afford any courses and not all friends are able to explain math solutions for me. These days I found that CoLearn app (especially Tanya project) is really helpful and FREE. I hope CoLearn can continue this movement for students in the future. God bless all the hardwork. Good job, CoLearn! So proud of you ^^",5,0,,2021-05-11 21:24:10,"Hi, Tiramisxiu. Thank you for your support. If you have any question or suggestion, please write to us at Whatsapp 0812-9898-9634 We would love to hear from you. Have a nice day! :)",2021-05-17 09:09:20
12,gp:AOqpTOGW7WOwHDWzLfy5pX0dx9XoeV2cXHkQsPZrw_4bwArsW6N5iy10iPZAlzg9EcV3Fvw3JbeC2LyWkoXgFZY,사람,https://play-lh.googleusercontent.com/a-/AOh14GhsCfrVF2L4iZvu-Y3BR56l9vqV0aGa3w98yXoEog,Really helpfulll!!! I really like it!!!,5,0,3.100.13,2021-03-17 03:16:12,"Hi, CoFriend. Thank you for your support. We are glad that you like to learn Math with CoLearn app. If you have any question or suggestion, please write to us at Whatsapp 0817-2352-357 We would love to hear from you. Have a nice day! :)",2021-03-17 03:51:43
13,gp:AOqpTOE3frKn-oIIcsCf05gDg4NTkq3Rx15EcH7JENRYaipqItIysPZaE28pfrroLHpf84YvDH4NubgNBhHZ0V0,Fauziah Mailoa,https://play-lh.googleusercontent.com/a-/AOh14GhQnmBUqoFxNN2t7oeQw8xXywYn4FaLbfb9ofYv,It's app was really good for u guys who want to learn more. Finally i download this app bc of tiktok. So get yours!,5,0,3.100.04,2021-01-20 04:37:22,"Hi, Fauziah. Thank you for your support. We are glad that you like to learn Math with CoLearn app. If you have any question or suggestion, please write to us at Whatsapp 0812-9898-9634 We would love to hear from you. Have a nice day! :)",2021-01-20 08:07:29
14,gp:AOqpTOEmGUhRT2yA180Q5Kp0vLrY08ng0TCYhEvrMVd7VycOvGN_ic7nwIiMq6piR2383R800VrgXDcsNNPGhEM,A.Fanesya Andra,https://play-lh.googleusercontent.com/a-/AOh14Gh7Se4-xc3BKtFyeqqqhXw9pflGJI8gUEAxHCS-7Q,this application is very helpful,5,0,3.100.13,2021-03-21 15:27:47,"Hi, Fanesya. Thank you for your support. We are glad that you like to learn Math with CoLearn app. If you have any question or suggestion, please write to us at Whatsapp 0817-2352-357 We would love to hear from you. Have a nice day! :)",2021-03-22 03:17:24
15,gp:AOqpTOHrD0Z98K4gPV4ipnve0Hiwg8hMhskZsJpMWF36900rUFH2kOSamrV1MNqS0USyBl4liQTcmgY37Hwmrxc,Shiva Kaulan,https://play-lh.googleusercontent.com/a-/AOh14GgUeX16Ojxj_y4pIxzqwoG65IvVO-75VSe44skRniM,Its totally help us to understand the theories and there is no ads so we're not getting distracted by anything. The visual looks so good!!!,5,67,3.100.03,2020-12-02 18:06:55,"Hi, Shiva. Thank you for your support. We are glad that you like to learn Math with CoLearn app. If you have any question or suggestion, please write to us at Whatsapp 0812-2176-5412. We would love to hear from you. Have a nice day! ❤️",2020-12-05 09:46:14
16,gp:AOqpTOFYPdN38Xp774D7ZU1N9AE4n4VAlAMIY9xsrRilHh2Vf01-OP9wAqGZBldjxunENAFQ5XKiCLkh-AOHSTA,Kennards Laurencio,https://play-lh.googleusercontent.com/a/AATXAJxXopkDnnklXtoXCsdliXsktTpD3wrHNJwSFwTN=mo,"It's my first time rate an amazing app on Play Store. CoLearn really helps us (students) who can't afford money for course. I wish we can search by typing rather than picture the question because there are some students who have a bad quality camera. The app works fine on me. And also I wish that we can watch the past live stream/online classes - maybe on YouTube or somewhere else? Thanks to developers and tutors, you guys are awesome 😃👍",5,94,2.0.6,2020-09-12 19:50:18,"Hi Kennards, thank you for sharing your valuable & useful feedback. CoLearn is so glad to be able to help you learn Math 😃 If you have other feedback or suggestions, please write to us at Whatsapp 0812-2176-5412. We would love to hear from you 😊",2020-09-23 01:59:38
17,gp:AOqpTOFl4Lp2dJmuM8knCSi1_z2GA3JZaBO_a0m1iZ_yiw_zw_oU8pSWh9X5WJE0J5zH56SSkd57qyJhPBhlE3A,Djibrani Yudaa,https://play-lh.googleusercontent.com/a-/AOh14Gh0EiPoo0RD6usATxEMbBzmI4xxKEMd_Cm4fpa-RA,"Nice app for students, thanks for helping us do our homework ..... May god bless u all colearn family",5,1,3.100.04,2021-01-23 07:17:12,"Hi, Djibrani. Thank you for your support. We are glad that you like to learn Math with CoLearn app. If you have any question or suggestion, please write to us at Whatsapp 0812-9898-9634 We would love to hear from you. Have a nice day! :)",2021-01-25 02:38:31
18,gp:AOqpTOFn8LjzQjg3pyU83b8KwZ0Fq7a52fhilkpVbaLsGoJxn29-vkY4yQZDNLoilDml7KIc4btoHej68xHDBl8,Feline Casser,https://play-lh.googleusercontent.com/a-/AOh14GjAYnryHs6-mZJInUD4eYCcGS0EcE8wPHy97Cyg,"Really cool! And accurate too. Moreover, the ask feature is free and unique. It helps us understand our problems.",5,26,2.0.4,2020-09-28 08:11:30,"Dear Feline, thank you so much for sharing your valuable & useful feedback. If you have other feedback or suggestions, please write to us at Whatsapp 0812-2176-5412. We would love to hear from you! Have a nice day :)",2020-09-29 06:18:12
19,gp:AOqpTOGufI5U8pZzxXYQSAgRoLDtCj3eUEjL7w-gYlw1OyBTehiqYXKifdDAp36Pva5WKbCabeCsviJ9N3iGP0o,NADIFAH AULIA RAHMANI 26,https://play-lh.googleusercontent.com/a-/AOh14Gg6uNAxiwxYfEJMjJn8en0Z7y_3K13xhq8jVzymXg,"COOL ASF! This app such a perfect solution for learn math without needing to go to bimble, I hope the other learning subject like physic and chemistry will appear very soon, after all—respekt!!!👍",5,18,2.0.5,2020-09-09 05:16:03,"Hi Nadifah, thank you for your support. CoLearn will be definitely developing to improve your learning experience continously. Have a nice day! 😃",2020-09-09 08:52:54
20,gp:AOqpTOEsBB4RPhbsG76LaRBIGNSy7DJ7uHT6QBJkM_K702az2NVbQf5TCdgoY8U2F9V7eaQnDqhjkF1CF15Vy6w,Salfha,https://play-lh.googleusercontent.com/a-/AOh14GhKrn7iwY0YcWiK9PuEoBfMB6aZ7gC97X0df0bM,"It's awesome, highly recommended for students. Especially when there are so many questions about math and I enjoy it... Thank you",5,43,2.0.9,2020-10-06 13:36:58,"Hi, Salfha. Thank you for your support. We are glad that you like to learn Math with CoLearn app. If you have any question or suggestion, please write to us at Whatsapp 0812-2176-5412. We would love to hear from you. Have a nice day! :)",2020-10-07 09:10:55
21,gp:AOqpTOEOcHkUQrVrp_B42dgUmcxdacd9rr1n-Amo8dzhfAlq4WDZOs9sfhtuATPQ3Q_34vUU1KjEZFkMXbCVQ4c,Sidik Gamers,https://play-lh.googleusercontent.com/a-/AOh14GgQgrKhl9PbLgBzIA_BfMxEQPpiTXxwsxXTGGbt,"It is better if the next update, I suggest making the video interactive, like several games that have different options. Hopefully this application will develop to make Indonesian people being smart. And make Colearn have a nice mascot XD",5,74,3.100.02,2020-11-17 03:07:13,"Hi Sidik, thank you for your support and great suggestion. CoLearn will be definitely developing to improve your learning experience continously. Have a nice day! 😃",2020-09-10 07:39:28
22,gp:AOqpTOEaBPuoyusz84gj4iH4mRmU8uldcbysdir30Xb4AMyFHSMFYDNCh9aBs024jxdiAyYEqW_SqRJ-ShBeeNI,Alvaro Rafa,https://play-lh.googleusercontent.com/a-/AOh14GgtvUrOPzdAQyBZekL-6cH5cCrOMhJ8MNdWhO8wHQ,"It's very great, now my homework will be much easier and i won't late like i usually did, This app isn't only gives us the answer but it has the explanation to.",5,1,2.1.0,2020-10-13 04:04:31,"Hi, Alvaro. Thank you for your support. We are glad that you like to learn Math with CoLearn app. If you have any question or suggestion, please write to us at Whatsapp 0812-2176-5412. We would love to hear from you. Have a nice day! :)",2020-10-13 04:59:40
23,gp:AOqpTOGYqfwlExTS0hP9mtMDt6JJuJQy8-ZK9MiFhfXaEzurjlP2RYXNL4ymWdjbcq0OF0DstqNcnB5l6-WTrEU,ananda putri,https://play-lh.googleusercontent.com/a-/AOh14GiKkNzA2FrNLhOiqTpo-GM-bMZdpE20aaQQJt7zwQ,Sangat membantu dan bermanfaat.. The besstt.. Keep improving colearn!!!,5,0,3.100.11,2021-02-16 12:24:19,"Halo Kak Ananda, terima kasih atas dukungannya. CoLearn senang banget bisa bantu kakak belajar MTK 🥰😃 Kalau ada saran lain untuk CoLearn supaya bisa jadi lebih baik, kirim aja ke Whatsapp 0812-9898-9634. Saran kakak penting banget buat CoLearn 😊 Jangan lupa update aplikasi CoLearn versi terbaru kak 😊 Semangat sekolahnya, kak Ananda! ❤️",2021-02-17 01:47:38
24,gp:AOqpTOGgXEW1CvYLfkj51pEFPqrzzjitlZmfjqNza01f9Czh6SAd7Fu_woJ5tqB2XcwyGyN7foVnfTANGehF1qA,Ardixan,https://play-lh.googleusercontent.com/a-/AOh14GixIOWZYtnQ5zdt1Gzq8qQnpiKZKWC8zq6ID6Kn,"Wow, i didn't expect that there's an app that can provide what all learners need. This app is super amazing. Thanks for inventing it for us.",5,17,2.0.3,2020-08-10 03:53:41,"Hi Ardianto, thank you for your support. CoLearn will be definitely developing to improve your learning experience continously. Have a nice day! 😃",2020-08-24 10:30:07
25,gp:AOqpTOFr3f9hewT4w90x6OrdWeb9ff8wAalVBOwlt7_fZN4ItugOLpOSajjKpjRe8jIYOprXVr2iJcKZC8VNLt4,finda putri,https://play-lh.googleusercontent.com/a/AATXAJw-n-FT3E8nMLodet2srhZdFwlOMqkmpbCnOxjv=mo,"this apk its very very very very usefull for me, I can't describe it, but if I find some difficulties when I do assignment of math, this apk will help mje to solve my problem of math, thank youuu",5,11,2.0.8,2020-10-10 08:37:43,"Hi, Finda. Thank you for your support. We are glad that you like to learn Math with CoLearn app. If you have any question or suggestion, please write to us at Whatsapp 0812-2176-5412. We would love to hear from you. Have a nice day! :)",2020-10-10 10:14:15
26,gp:AOqpTOEdp_JwlV8pIeAm2f9NRbO0P7fFYfI7MMxuXnaYCg9ZCtvaVvqKLH0sNbu40H2FDuoC3CSPPIO2Os0czG4,Angelica Aprillia,https://play-lh.googleusercontent.com/a-/AOh14GhhC27imtQbc0qqUwdGUtroCLINByzalbebIBtIHyA,"Cool!! CoLearn help me a lot when I need to practice for my upcoming exam, great app developer",5,13,2.0.4,2020-08-25 12:28:01,"Hi Angelica, thank you for your support. CoLearn will be definitely developing to improve your learning experience continously. Have a nice day! 😃",2020-08-26 02:56:33
27,gp:AOqpTOG1Mna4KOrdPVKoG14P_RAsMPQjLStDupcKMnExHNUAPLidPE155WRZrqtwYVKUKdgeMRe2TtJSdXYFyyo,asteroidsx,https://play-lh.googleusercontent.com/a/AATXAJyAHnVfsN8EAfBJdzLSIUn5t-gSDnWdiSeE38I2=mo,"this app its very help me to finish my math assignment. thank to developer! and i know this app because TikTok. and i trying to download this app and boom! amazing, thank full to developer because make this App! its very helping me and all students",5,1,,2020-10-22 10:24:11,"Hi. Thank you for your support. We are glad that you like to learn Math with CoLearn app. If you have any question or suggestion, please write to us at Whatsapp 0812-2176-5412. We would love to hear from you. Have a nice day! :)",2020-10-26 12:18:48
28,gp:AOqpTOHx6Kouip8c7-4c1vLPpirXgfv0hX-txJnBLyrfunZWZwgspugLThWRLxNzdVegzSXT6yd3M2BBs5z7ijs,Harsa 27,https://play-lh.googleusercontent.com/a-/AOh14GgpC6hCSvtNkdwCdejDvlEP5LwHLPCCh2mppL9SJQ,"Very helpful, this apps not just show us the answer, but give us the description and the way to answer it with good and correct. Thanks for CoLearn",5,0,,2021-01-13 15:27:12,"Hi, Harsa. Thank you for your support. We are glad that you like to learn Math with CoLearn app. If you have any question or suggestion, please write to us at Whatsapp 0812-9898-9634 We would love to hear from you. Have a nice day! :)",2021-01-14 02:45:07
29,gp:AOqpTOHBedNOxpyhQQkxSoldqyxaI9fSyLDc0nbk6ZnGZ2DC083f9M_az894TlYeWXzGhKOrytmjY78uLOtuW4w,Aswathi Mohan,https://play-lh.googleusercontent.com/a/AATXAJx4IAVJ2KLNFo9kz1MEFqY2IhprI0vDhLUp2OHR=mo,Just amazing. Live sessions and practice questions is ideal for my learning.,5,6,1.2.5,2020-05-18 13:05:59,"Hi Aswathi Mohan, thank you for your support. CoLearn will be definitely developing to improve your learning experience continously. Have a nice day! 😃",2020-08-24 10:38:37
30,gp:AOqpTOEZdPvZhVtbDbcG95glqFobN7DCs5amPHqpavY8RZ8F3w1CtcsY6k3UWGrQmeI5WEjFYxxTZFmL3jQ1mDo,nafasha putrii,https://play-lh.googleusercontent.com/a-/AOh14GgAF48RWsxI6p8rISNs3pviw_AMwhZS2GdwQ4YWTQ,thanks this app is highly recommended for u guys that have some problems in math in this app we can learn how to find the answer not only the answer!! thanks!!,5,31,2.1.0,2020-10-25 02:59:23,"Hi, Nafasha. Thank you for your support. We are glad that you like to learn Math with CoLearn app. If you have any question or suggestion, please write to us at Whatsapp 0812-2176-5412. We would love to hear from you. Have a nice day! :)",2020-10-26 10:31:44
31,gp:AOqpTOGNFQ4wD9qzebwpaVGsL8yJTO1WyCwH2uePNWMHZtPJCTek96mUXAKFoMpJpoxvrcoqQtvMBVI4s-xi_pk,Qoirun Nisa Iman Navisa,https://play-lh.googleusercontent.com/a-/AOh14Gjd1xJbix-gAtzIiNEInngKQ9EfeQ_QhlMtOqx9Fg,"This application is very helpful, short videos but easy to understand. Huhuuu thank you for helping me solve the problem. Continue to success CoLearn Borahae💜💜✨",5,8,2.1.0,2020-10-23 03:17:36,"Halo Kak Qoirun, terima kasih atas dukungannya. CoLearn senang banget bisa bantu kak Qoirun belajar MTK 🥰😃 Kalau ada saran untuk CoLearn supaya bisa jadi lebih baik, kirim aja ke Whatsapp 0812-2176-5412. Saran kakak penting banget buat CoLearn 😊 Semangat sekolahnya, kak Qoirun! ❤️",2020-10-26 11:05:41
32,gp:AOqpTOG3jGPLSuFJ2DwHpP2ZskWmLq04MJ-R-KRNsfIGMNIavjs-rM7-9M5JI_TLYY1qwboa6ysh8Bk5YWGU1ek,GHINA KHAIRANI,https://play-lh.googleusercontent.com/a/AATXAJzbhHndun7tPzb1SV5WXzfToyCP-ZbujTL7Ejz2=mo,👍 very useful. easy to understand. the tutor is cool and fun,5,11,2.0.4,2020-08-31 12:57:51,"Hi Ghina, thank you for your support. CoLearn will be definitely developing to improve your learning experience continously. Have a nice day! 😃",2020-09-01 06:31:24
33,gp:AOqpTOFzij7goOa_pwpwJEzwuyyajLj7jXIehs3MDph3kc61jpbdKUYfQhBwxgec6S2EjlWEn3Wly24mmdK-WHw,Nelly313 Widyaningrum,https://play-lh.googleusercontent.com/a-/AOh14GgcwWDqLyTICESmVhaLc9pmuzU4LagneqvkaOEZFw,The application is a better to help find more questions and we can learn and find the answers easy,5,1,2.1.0,2020-10-28 13:28:48,"Hi, Nelly. Thank you for your support. We are glad that you like to learn Math with CoLearn app. If you have any question or suggestion, please write to us at Whatsapp 0812-2176-3970. We would love to hear from you. Have a nice day! :)",2020-10-30 00:27:44
34,gp:AOqpTOGmgIes8-irJJ3mmJ1sDeDIqNTuVizyMydlx4pPiy14nt0Dq6U3osG7yc9j7mS3gpxyE1uiiS06bppqAe8,alif rayhan madani dalimunthe,https://play-lh.googleusercontent.com/a/AATXAJxjBEzMd4FMU5nysDsZ5cBHfM1g-5NUXLxkLre0=mo,"It's cool and helpfull application.!👌🏻 Just need more expand data, but I understand its still in process",5,0,,2020-09-02 14:20:47,"Hi Alif, thank you for your support. CoLearn will be definitely developing to improve your learning experience continously. Have a nice day! 😃",2020-09-07 01:06:29
35,gp:AOqpTOGYoRFTQG3EBK2PGIuw2NrZPJrR3tBwYRaO2Sa69VSSV9rDYmYhMW9D_VF_aUTUAfvc0f_9-Gnpv-pDE50,Donut,https://play-lh.googleusercontent.com/a-/AOh14Gh4GUp8LyXohub8oPMXa4oahoO-fmWoQGNXaAnrPw,"Yes I LOVEEE this app, I am obsessed, it helps me learn so much and my score increase!!!!",5,0,,2020-09-25 04:15:57,"Hello Shareen, thank you for your support. We are delighted to be able to help you learn Math 😃 If you have any suggestion, you can send it to Whatsapp 0812-2176-5412. Your feedback is important for CoLearn to get better 😊 Have a good day!",2020-09-27 09:06:24
36,gp:AOqpTOG59pTWTcdmuHkY8mvQOmQ4CzX8TpzFKt4Qi1Kwf6bNqEFU_-pYDZSH7rcINRJdoU-9p9VGtlJHWDj4I-I,BEGINNERDEUKIE,https://play-lh.googleusercontent.com/a-/AOh14GjKynDYo_Cg94fn3JO7Fkus-VBRODCD76JIUjzS,"Totally helpful, please keep it free, this app such as helper of indonesia students",5,1,3.100.04,2021-01-30 03:41:51,"Hi, CoFriend. Thank you for your support. We are glad that you like to learn Math with CoLearn app. Tanya and Practice are free. You can also join Live Class for 7 days free. If you have any question or suggestion, please write to us at Whatsapp 0812-9898-9634 We would love to hear from you. Have a nice day! :)",2021-02-03 09:20:17
37,gp:AOqpTOGgpgVMlDcnLYsPn-VeO6_9vVD6jTNfquYTjz-7evjS_eNc_7t_K-NG1_w9NYBO_Qd89zoBKs_YPTal2_o,Eel Hadi,https://play-lh.googleusercontent.com/a-/AOh14GhEDsnEtQAZUsjM9bOFf4kr3t1Ni_S-1Z0RhQij,This apps is ugly....🤢🤢🤮🤢🤮🤢🤮🤢🤢 but fake😂😂😂😂,5,1,3.100.13,2021-03-16 08:15:32,"Hi, Hadi. Thank you for your support. We are glad that you like to learn Math with CoLearn app. If you have any question or suggestion, please write to us at Whatsapp 0817-2352-357 We would love to hear from you. Have a nice day! :)",2021-03-16 09:00:03
38,gp:AOqpTOGYqDWZ9tQ2z7FiN0qYCtaqM_OEyHcNub4vdX2MkX0iLOEGtClqn8trIdIBC5ybfY3h0Pb7YU79eJhlfLQ,Khairunnisa 21,https://play-lh.googleusercontent.com/a/AATXAJzfxvT9_e5ocTUYN2xI-xu49BKHSgfU8xl7w7_D=mo,"Wow, this is the first time I'm giving a rate for an app , and this application really helps me in doing my schoolwork",5,1,3.100.03,2020-11-29 09:05:07,"Hi, Khairunnisa. Thank you for your support. We are glad that you like to learn Math with CoLearn app. If you have any question or suggestion, please write to us at Whatsapp 0812-2176-5412. We would love to hear from you. Have a nice day! ❤️",2020-12-05 13:33:14
39,gp:AOqpTOFtkQ0n7JZOGi_7YQmn2OAbUX2g90LLxq71WiY5Yblz0JfCjFf6N1CCmjWR95blF8FZnZ_U43qS7W7a0Ak,nalavibe _,https://play-lh.googleusercontent.com/a-/AOh14GjjcQeOn1K66DB-8JLsmySX2QtCEVKs8Q7GRnC_,BAGUSSS BGT THANK U CoLearn!! it really helps me a lot :),5,0,3.100.13,2021-03-17 19:58:31,"Halo Kak Nalavibe, terima kasih atas dukungannya. Kalau ada saran lain untuk CoLearn supaya bisa jadi lebih baik, kirim aja ke Whatsapp 0817-2352-357. Saran kakak penting banget buat CoLearn 😊 Jangan lupa update aplikasi CoLearn untuk versi terbaru kak 😊 Semangat sekolahnya, kak Nalavibe! ❤️",2021-03-18 02:42:43
40,gp:AOqpTOHXpnv6tQFk6zxuNG5PCK3hsAjXVOElZokTjZf348tn3q50MRazB9zF5cZY-f21DVOztouiCPE400PL6pw,Donna Napitupulu,https://play-lh.googleusercontent.com/a-/AOh14Ggyi22-FQG0nFXm53pt1OR8su2q0PTqrjmabH7Rkg,"Great application 👍👍👍, i really love co-learn +",5,2,1.2.5,2020-05-06 13:01:52,"Hi Donna, thank you for your support. If you have other feedback or suggestions, please write to us at info@colearn.id. We will continue providing better user experience on the CoLearn app. Let's follow us on Instagram (@colearn.id) to get the latest information :)",2020-05-08 10:15:35
