,reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt
10,gp:AOqpTOEbcjCfVoxZfXlbaScfwB9Y2_42yLYRSTNqaUP4srf3fT6GGQgjOuurf91dDwqgwXM3bionp4h-bZVxFTs,Mirwanto Paulima Adveliften Sidabutar,https://play-lh.googleusercontent.com/a-/AOh14Gi9FysrsN0Hq_76pSNfELAKinZ0hcju9IX0J_buMg,"Ruangguru has given me a really good learing experience. It helps me a lot during studying at home policy. I can understand the materials better than learning offline. And last but not least, thanks to ruangguru for helping me to prepare myself for UTBK-SBMPTN",5,12,6.7.0,2021-02-16 13:03:32,"Hai, Mirwanto. Terima kasih buat feedback yang diberikan! Kami senang jika Aplikasi Ruangguru dapat membantumu belajar dan menjadi bagian dalam proses menggapai mimpimu. Selamat berjuang! Oya, kami berharap kamu menjadi orang pertama yang mengetahui informasi terbaru dari Ruangguru, jangan lupa follow Instagram @ruangguru ya. Salam hangat, Zuha 😊",2021-02-16 13:11:57
11,gp:AOqpTOGJkbuKwEc2DGJ2sstH9flGeLIC_3oiw6p40vvo4rM6pMzVBHKo6Cy7GcXoFXdQ6mLm9Vxmsvr5LagpaMg,Isnataini Rahmadillah,https://play-lh.googleusercontent.com/a/AATXAJwai0G8gJ9lsWU-w6WewXJxY1tiK570aLZTbC8T=mo,"Great job team! I'm pleased with the change of the UI, it's straightforward, simple, and very useful, soon please add some features like flashcards, etc.",5,70,6.4.0,2020-12-27 15:21:47,"Hai, Isnataini! Kami sangat berterima kasih atas apresiasi yang sudah kamu berikan untuk Aplikasi Ruangguru. Kami selalu berusaha memberikan layanan dan fasilitas terbaik bagi pengguna agar mendapat pengalaman belajar yang seru, mudah dipahami, dan menjadi lebih terbantu. Jangan lupa follow Instagram Ruangguru untuk tahu info terupdate ya. -Fery 😊",2020-12-28 01:08:13
12,gp:AOqpTOFrmXepjlqSD4hxgzv6liJ8DVli8umarim3ipEbxdUE950KVimEEB10qWTNFfGcJ93fJXxUti5BMp_5Nn4,Nabila Anggraini,https://play-lh.googleusercontent.com/a-/AOh14Gg1JvRXCSbOhGZ6LgsQ0HFRfUImEL6SSHl0RixpNg,"This application is very good, before knowing this application I was very lazy to learn but after I installed the teacher room application I always studied often and always got grades above 80. Thank you, Ruang Guru",5,26,6.6.1,2021-01-22 10:42:10,"Hi Nabila! Yeay, we are so grateful for your 5-star review. Thank you so much for sharing your experience with us. Hopefully we can help you learning to get the best achievement. Please, follow Ruangguru on Instagram @ruanguru for more update information. Stay healty and have a nice day! Cheers, Ratri. 😊",2021-01-23 07:29:01
13,gp:AOqpTOHiscrfODo-QfQ5nmm_A5gnt65Q9naFG82ExqvWvdBGU3Nhyx2tFYGsPmkLQjstV-9xgH0tk6nsaOgoWmQ,ChocoChipMint,https://play-lh.googleusercontent.com/a-/AOh14GjNSrpiVzbuLhc3blLHGqWkLDOjHLx0Zq_HVnD5jQ,"Really cool app to learn with, got quizzes, exams, etc. Really cool.",5,3,6.9.0,2021-02-24 16:31:49,Hei! Thank you for your honest feedback. We are very happy if you are helped by Ruangguru App. Let's continue to access its features. Hopefully features in the Ruangguru App can help you learning to get the best achievement. Keep support us and good luck! -Sonia 😊,2021-02-25 00:52:09
14,gp:AOqpTOFRDsweNFpgJKO2IGu3Z1XYSxvcRGqlbw0ZKQZVuutwQyWv8SsQRWc06gPNsjchciwpeaPVPW2JygpLs8k,Absolutely Terrible,https://play-lh.googleusercontent.com/a-/AOh14Gh8UX0zMSFKiSxjF5B7icJdnPvXCJ9xhR8ZtRyP,"This app is good, although there are some minor flaws. One of them being I can't open this app on my laptop, i tried downloading it but i can't even open it.",5,3,6.8.1,2021-02-05 10:44:27,"Hi! Thank you for your feedback. Don't worry, try to restart your laptop, after restarting, try to run as an administrator by right-clicking on the Ruangguru icon then selecting run as administrator, reinstall Ruangguru App. If still trouble, contact our email layanan@ruangguru.com with the ticket number APPRG20509 for further checking 😊 -Rizky",2021-02-05 11:55:38
15,gp:AOqpTOHCbTgclJi2AzgT11_B7kCKOxCHMANKBEId_YoxHPHPqETN7N7-KaMquyJ-IojOHcvqnzsHxqpNpk8DCDU,Belinda ASN,https://play-lh.googleusercontent.com/a-/AOh14GgSAYzTY1MCcTyAqE4eyfnvOqrswXeFPjEMUqoAdQ,This app helps me a lot. It makes learning fun. I became better at math. This app is also very easy to use. So far there hasn't been a problem.,5,25,6.2.1,2020-12-02 11:56:32,"Halo Belinda, we are happy that you using Ruangguru as a partner of your study. Stay enthusiastic and consistent in learning so that you can achieve your goal. Don't forget to follow Ruangguru Instagram to get our latest information. Cheers, Gaby 😊",2020-12-14 08:54:05
16,gp:AOqpTOHoKvdWP4191ebeUnhZfIfvmIrINHhwm8WOqQgysmWORv9g-eRXMVBEfPkUIAXTtLxn16eqoVezisEUd0w,Nia Rohatun,https://play-lh.googleusercontent.com/a-/AOh14GgdnKmEvhCIAJS2EEPCoUBP9p3XchB7H7DMAtdH,This aplication is so great🤩😍.,5,1,6.10.0,2021-03-11 00:29:49,"Hello Nia, thank you for giving us 5 stars. We are really happy for your positive feedback after using Ruangguru. Hopefully Ruangguru can help you to achieve your goals. Please follow our Instagram @ruangguru to get more update information. Cheers, Addi 😊",2021-04-18 09:06:41
17,gp:AOqpTOFDOmyQc6XNOBWICI0sBJKlG16dLbIgrQSOAaE_Cgbl7b0Fs8eg2e8VLVeAwDZTVCE9d7bJJ12kSeo8QCQ,Nadindra sk,https://play-lh.googleusercontent.com/a-/AOh14GhwLKxQAT2UTV6ufXnp9dKmKGKu5SDXXQZ_KRc_2A,"Ruang teacher is the best app for online learning, periodt. Since they launched konsep kilat it becomes my life savior at any topics especially science such as kimia and fisika. Thank you so much ruang teacher",5,24,6.5.2,2021-01-07 06:32:23,"Hello, Nadindra! Thank you for your honest feedback. We are very happy if you are helped by Ruangguru Application. Let's continue to access its features. Hopefully features in the Ruangguru Application can help you learning to get the best achievement. Let's follow our Instagram @ruangguru to get more information. Cheers, Rizky 😊",2021-01-07 13:11:44
18,gp:AOqpTOHtzCR4pYEpXwB7IRzZdKNu66tvzKaF0HQxKtPHMC94BMYk7AsS0vXpvZUjqBDWmxtOBQ2qFXBt83yxM-k,Inigo Ozora,https://play-lh.googleusercontent.com/a-/AOh14GhkypndR1fIVJVjiecLZO2IQ2FSWQ8-PcpJ5nemZw,Good and a great app! This app can teach kids.,5,3,6.5.2,2021-01-08 10:47:58,"Hi! Yhank you for giving us 5 stars. We are really happy for your positive feedback after using Ruangguru. Hopefully Ruangguru can help you to achieve your goals. Please follow our Instagram @ruangguru to get more update information. Cheers, Rizky 😊",2021-01-08 11:26:19
19,gp:AOqpTOEXvn-1CCl9dH2shFjdMGzWiogsq5ZO2XxKjFOY8NYbvoJU2M2mcKscHZhGANPTg6kLQ3Ud0LO0UWnbR6g,Jessica Margaretha,https://play-lh.googleusercontent.com/a-/AOh14GjnnpyC1yE9BQS0krrj4Y0pjogP8r-2TtQLvdznzg,this app really help me a lot to study and learn. thanks to Ruangguru Superapp Belajar!🤩,5,0,6.11.0,2021-03-11 16:17:49,"Hello Jessica, thank you for giving us 5 stars. We are really happy for your positive feedback after using Ruangguru. Hopefully Ruangguru can help you to achieve your goals. Please follow our Instagram @ruangguru to get more update information. Cheers, Addi 😊",2021-04-18 06:38:15
20,gp:AOqpTOHR7frG1vRW_Ko6b5GSUdracixRhAno9O71PuanKleVw0UxuP2lBrtBzaFMHjg4sma2VYUG1uXIiqM2WCo,Andi Priantama,https://play-lh.googleusercontent.com/a-/AOh14GgwZyhXcAgejEFs4QFv9emmQi3aXhyCnIBgw-tV,This app very good.. And recommended for you to upgrade your study skills,5,3,6.9.0,2021-02-20 22:34:38,"Hi, Andi! Yeay, we are so grateful for your 5-star review. Thank you so much for sharing your experience with us. With Ruangguru, you can access learning videos, practice questions, private lessons, tryouts, and many more from your smartphone. Good luck! Please, follow us on Instagram @ruanguru for more update information. - Ratri 😊",2021-02-21 00:50:44
21,gp:AOqpTOHRF3ztpwkHlnx8Ly8PppRlzbpQ6_v5pz2WLciqCPwwZrty1nYbsZZOn8FAivvOZF5R-9pdpjr4yLHiHxE,Lutfi Fatikha Sari,https://play-lh.googleusercontent.com/a-/AOh14GhyRBjO9Trr96HWs4_-gvGVdxDkns4HQrP17UKB7w,"A good apps for study and learning, nice apps",5,1,6.3.0,2020-12-14 10:14:03,"Halo Lutfi, thank you for giving us 5 stars and using Ruangguru. We hope Ruangguru can always be your study partner. Do your best! Please follow Ruangguru Instagram for more update about us. Cheer, Gaby 😊",2020-12-14 10:23:05
22,gp:AOqpTOFArk_ynhpswuyZPBVxRlK6ze-jxOcHYMOXfsOgcfkhTe5amspW933_k3wixx7c1PQrH0fq0_V7foukSvo,Abid NF,https://play-lh.googleusercontent.com/a-/AOh14Gh4yxdiRj4fuDxMxjra4VOKcfupePXqI1gIxsKH,"Really a very helpful application, Very useful. Thank you very much.",5,4,6.5.2,2021-01-07 00:52:54,"Halo, Abid! Terima kasih ya telah memberikan bintang 5 untuk Aplikasi Ruangguru. Kami senang apabila Ruangguru bisa membantu kamu dalam memahami materi secara lebih mudah. Terus tingkatkan prestasi kamu dengan belajar secara rutin bersama Ruangguru.Yuk follow Instagram @ruangguru untuk tahu informasi terupdate seputar Ruangguru.-Nia 😊",2021-01-07 03:26:36
23,gp:AOqpTOFBcdGRhFHXP_9tqsCG7G9Ia_yaVw411E4WcfIFg-n5qg1u69l0NpGbqLSdlh0MdqjKmHsBsrHzsSDn9ac,pizza spider,https://play-lh.googleusercontent.com/a/AATXAJwCRYquAeH9_kltMyE636fxKA127wfBLFQa7J-4=mo,This app really helps me while studying and very good. Thank u Ruangguru.,5,1,6.7.0,2021-01-23 08:19:39,"Hello! Thank you for your appreciation. We are happy that you using Ruangguru as a partner of your study. Stay enthusiastic and consistent in learning so that you can achieve your goal. Don't forget to follow Ruangguru Instagram to get our latest information. Cheers, Yayah 😊",2021-01-23 08:25:17
24,gp:AOqpTOG2fg1uV2rC-PZu--CgtmiFxNQdTRCrLvXLouwWq_cU0AME3cvMxbodK0PturDWOhZrVMBkrFP5HX1stJs,Denny Kusdinar Pratama,https://play-lh.googleusercontent.com/a-/AOh14GifdNCLzsntvdvf13k89PVwTBL3lREyJZBZ_C943A,Good application for students,5,0,6.10.0,2021-03-04 10:57:19,"Hai Denny, thank you for trusting Ruangguru as your study partner. We hope we can always give the best to support your study. You’re on the right track now! Please follow Ruangguru Instagram to get our latest information. Cheers, Addi 😊",2021-03-04 11:00:10
25,gp:AOqpTOF3JGyuPG9bcPUqxDWePL-NCWdgoOIZmxTt6sTunoAT40qzP9nVMifrN5kbMAdY9d5KD714ai0Rq-HbzIo,Nothing Changed,https://play-lh.googleusercontent.com/a/AATXAJwJhn4ZD8O8t6WGqHBRGDLfHcgmTXD66o49ktMm=mo,"This is best app for study. I've used several apps for studying but i can tell this is the best so far. I can easily study everywhere and the video can be downloaded! I learn so many subjects that aren't taught in school, but i can learn them on this app. It's really good for my studying. Please keep up your good service! 😊",5,2,,2021-01-23 12:33:04,"Hello! Thank you for the appreciation. We are happy that you using Ruangguru as a partner of your study. Stay enthusiastic and consistent in learning so that you can achieve your goal. Keep the spirit of learning. Don't forget to follow Ruangguru Instagram to get our latest information. Cheers, Yayah 😊",2021-01-23 12:41:52
26,gp:AOqpTOEMkv-UhFk_zDTh1NHijJ5ry-HsSn8gwQcaqdCRqVRU9kvh2YeOCKiCehe9gQmxD3-VyJQ0GwMPKmL2ytQ,Roblox gaming kevin,https://play-lh.googleusercontent.com/a-/AOh14Gg2RD0buH3mw-MDLFkpUK1sDKk_RMw9pMblr9Yp,One of the best app ever,5,0,6.15.0,2021-05-24 02:46:11,"Hi, Kevin! Thank you so much for this 5-star review. We really appreciate for your experience. You can access learning videos, practice questions, private lessons, tryouts, and many more from your smartphone. Hopefully we can help you to get your best. Please, follow us on Instagram @ruanguru for more update information. Cheers 😊 - Ratri",2021-05-24 02:57:41
27,gp:AOqpTOG7w-ZIApQNWPHcpdR0qAWvmQSBH9lwH5v0uajOa1vR9S3kH92EBAtP4by2cdYqAaejvlTLH9GZm1gwZyE,Gaming with Kawaii,https://play-lh.googleusercontent.com/a-/AOh14GiNAe3JIdQaHSUC3p_fu84yNzzbgtOnY--u72NrZ6M,It's just really amazing I reach 25 level and it's kinda great app,5,3,6.3.0,2020-12-14 08:55:28,"Halo, thank you for giving us 5 stars. We are really happy for your positive feedback after using Ruangguru. Hopefully Ruangguru can help you to achieve your goals. Please follow our Instagram @ruangguru to get more update information. Cheers, Gaby 😊",2020-12-14 09:11:39
28,gp:AOqpTOFG_Trr5YjZzFZDJR8X2CVF2OFzFJ9Eyela13WjxJ0UoR57Ze2bErbyI1aE2ZqG2ID2ve5MAswWYXyGi-E,Zakharia Setiawan,https://play-lh.googleusercontent.com/a-/AOh14Giy7DXSh4uqKzuo21YEcPscaZeiSIWwvlkdSne4Kw,Excellent e-learning apps,5,1,6.6.1,2021-01-25 19:38:00,"Hi, Zakharia! Thank you for your honest feedback. We are very happy if you are helped by Ruangguru App. Let's continue to access its features. Hopefully features in the Ruangguru App can help you learning to get the best achievement. Keep support us and good luck! -Sonia 😊",2021-01-26 01:07:23
29,gp:AOqpTOG8wmMjhK0oaHMFitOJWvDeradFL8o4WnYoztzvYFAa1Nb0NeJw2Nd6_lKruKFNw4fCIeaWaJgWkzRTa1A,b,https://play-lh.googleusercontent.com/a-/AOh14GjImWXqwG3wuxCfo3qIAsENhcGhS6F57ZQ10JuquQ,"I wanna tell you guys a little, about my learning story with this app recently. So, after Ruangguru made flash concept videos in ruangbelajar, I feel more excited than before bcs those are the concepts makes me easier to understand all the theories I've ever watched, it makes me happier^^. I also like ruangbaca, i hope more information about scholarship in there. Download now guys! Btw I'm so sorry for my grammar~",5,1,5.0.3,2020-11-30 03:21:18,"Halo Tasbita, thank you for giving us 5 stars. We are really happy for your positive feedback after using Ruangguru. Hopefully Ruangguru can help you to achieve your goals. Please follow our Instagram @ruangguru to get more update information. Cheers, Gaby 😊",2020-12-12 07:44:20
30,gp:AOqpTOE6SynrJauKLJrdTQZ0rDnglExy1W7r-QysgVcKhcnCeNjdjBqLPk5TyTNzyoEsZREx91_dwfbDmLpHh48,Sultan Setianegara,https://play-lh.googleusercontent.com/a-/AOh14GhP43JmUQUic9cpsGqLFsJJbBNdcbJbzvhe9O1W,It's looks more upgrade then before,5,0,6.12.0,2021-04-02 13:24:02,"Hi Sultan. Thank you for giving us 5 stars. We are really appreciate for your review. Hopefully with Ruangguru, you can always be motivated to learn and improve your achievement. Do your best! Please follow our Instagram @ruangguru and get more update information. Cheers, Rachma 😊",2021-04-02 13:37:26
31,gp:AOqpTOEj0JEIQ5b4c-JIlfFsXtk5EJKVNFlrBZIP4sAdssPqnVUf1Jd8xrMHdNw8zr36gNSAK2m4SeeA1CF_d_M,KevinAbillGaming,https://play-lh.googleusercontent.com/a-/AOh14GiSh8OSzc5UckX6f2XSGxE1pXX3LnUHidI8eKyLBw,"I don't know what happened to the latest update, but every time I exit via home button, it instantly resets the entire app. Could you please fix this bug, so if I accidentally press the home button, I could watch videos, or do whatever without having to start over from the main menu again? Thank you. Edit : The issue has been fixed, so I give 5 star rating now.",5,20,4.7.3,2019-10-11 08:39:36,"Hai Kevin. Kami ikut senang jika kendala kamu sudah teratasi. Silakan lanjutkan belajar kamu bersama Aplikasi Ruangguru agar prestasi belajar di sekolah semakin meningkat dan pemahaman materi belajar kamu bertambah. Semangat terus belajarnya untuk meraih cita-cita. Cheers, Upi 😊",2019-10-11 08:47:34
32,gp:AOqpTOGCo-jq8-fKCgTi4sRqmCI9PelFnmIPsN7DMLKekX0UtVd2Bk-dpQ2FN7b4imBzJoniFrj8_1jRPLohTY4,Fiy Jannatin Aliyah,https://play-lh.googleusercontent.com/a-/AOh14GgUYTMUowBiZlqKu6D_90_cZF_YdwCCF6A25r2shw,"This app is good for learning, it has animation in the learning video that will make the course easy to understand. It also has a lot of features built in with various functionalities that is easy to navigate by students. RG also has many free events held in the apps such exam try out and questions bank which is so useful for students using it. Keep up the good work!",5,126,5.10.1,2020-08-31 03:32:01,"Benar sekali, belajar dengan Aplikasi Ruangguru mudah dimengerti serta menyenangkan karena disampaikan dengan metode yang asyik oleh Master Teacher Profesional di bidangnya. Semoga kamu selalu termotivasi belajar dengan Aplikasi Ruangguru untuk tingkatkan prestasimu. Terima kasih ya sudah mempercayakan proses belajar kamu bersama Ruangguru😊 - Hani",2020-09-24 13:16:28
33,gp:AOqpTOGcvUhfAvvNHOnb7u7hmpIG2oejtkvLLdUSoSHHGZWJYaMIYJNjdfOFy_BBRxqo5eBhie4g-QdkJhEMtfc,Yohana Anggraheni,https://play-lh.googleusercontent.com/a-/AOh14GgZksRuU5WgFTnxWQcNNdruSrwEHzjKxz-enRdzEQ,This app is incredible! I can learn easily anywhere and anytime I want. The teachers teach me in the fun kind of way so I could understand the lessons easily. There are so many interesting things like you can get some money or maybe some stuff and armor for your avatar and you can customize it. The updates are getting cooler than ever.,5,137,5.7.1,2020-07-09 11:33:11,"Halo, Yohana. Senang rasanya jika kamu paham dan puas dengan penjelasan yang diberikan oleh Master Teacher. Materi yang diberikan dikemas dalam bentuk video interaktif sehingga sangat menarik dan mudah dipahami. Belajar memang jadi lebih mudah, bisa dimana saja, dan kapan saja dengan Aplikasi Ruangguru. Selamat belajar ya. Cheers, Nay 😊",2020-07-09 13:05:56
34,gp:AOqpTOEnr8wdACsnmFdL9BDhb_bO2rUErRf-Dd1usaLxBRFO8UHplhTLTRpbfP9G1zPbAS8pfEWgstxOkTqhc2U,Aqilah Hanim Sukendar,https://play-lh.googleusercontent.com/a/AATXAJx2SCLW4ljh8yiLSCZFiMh87X6-0b9UoHyGtcAn=mo,"So far this app is really helpful for me to study! There is a lot of video, quiz, and exercise. I was really bad at math even I wasn’t understand at all. But by using this app, I gradually understand the materials. This app is such as game apps, many features can be used like avatar user and your own pet that you can choose it according to yourself, etc. Imo, I’m happy could find this brilliant app. I hope Ruangguru will stay good for learning apps like this but can be improved better! ✨",5,63,5.13.1,2020-10-24 18:18:37,"Halo Aqilah, terima kasih juga sudah mempercayakan proses belajar kamu bersama Ruangguru. Semoga kamu selalu termotivasi untuk tingkatkan prestasimu saat belajar dengan Aplikasi Ruangguru. Selain menyenangkan, materi video belajar yang animatif akan mempermudah siswa untuk memahami materi. Semangat belajar!😊
-Andika-",2020-10-25 00:54:35
35,gp:AOqpTOG1lsNFYHNFaQkkURdjIWW-anPgtM6rEhyAz3cMlzHnvoXlXgzMFPxZ3R4mCiW8DXppxI1cov0NCn5Fk5E,M. kemal,https://play-lh.googleusercontent.com/a-/AOh14Gj32QiaZIw3fym1sXf4T0mAuC0NPOlKOJbQpTOcNg,Thank you so much Ruang Guru this app really helpful I got more information and I have more spirit for doing UTBK and SBMPTN 🤩,5,1,6.6.1,2021-01-22 12:44:47,"Hi Kemal! Thank you for giving us 5 stars. We are really happy for your positive feedback after using Ruangguru. Hopefully Ruangguru can help you to achieve your goals. Please follow our Instagram @ruangguru to get more update information. Cheers, Rizky 😊",2021-01-22 12:58:03
36,gp:AOqpTOHfgq65cMy-yxm6pBa1HLoRXFpayF0qbzyp0bUEjlXcdv7PKgyN1e_LQvkt0FKjBASoLiHqkuN2ZOBBkz8,Safira CA,https://play-lh.googleusercontent.com/a-/AOh14GgTZjKz3cy6I9e9cgs_mqKXrUAyVzRszklP_WSgcVA,"This app really helps my life. I love the way they explain the concept. Also, the graphic designs and animation is wonderful. It reminds me of Ted Education youtube channel. Certainly, they still need improvement in some areas, but yeah, overall this app is highly recommended",5,253,4.3.0,2019-06-28 10:22:19,"Yeay, thank you for the amazing review, Safira 🤗 Your desire to learn makes us so proud of you. Keep going and we believe your perseverance will make you succeed. We're here to help you, be ready to reach the top, Cheers! 😊 [Des]",2019-11-24 03:41:06
